@relation trainingSet

@attribute ID numeric
@attribute t1 numeric
@attribute t2 numeric
@attribute t3 numeric
@attribute t4 numeric
@attribute t5 numeric
@attribute t6 numeric
@attribute t7 numeric
@attribute t8 numeric
@attribute t9 numeric
@attribute t10 numeric
@attribute t11 numeric
@attribute t12 numeric
@attribute t13 numeric
@attribute t14 numeric
@attribute t15 numeric
@attribute t16 numeric
@attribute t17 numeric
@attribute t18 numeric
@attribute t19 numeric
@attribute t20 numeric
@attribute t21 numeric
@attribute t22 numeric
@attribute t23 numeric
@attribute t24 numeric
@attribute t25 numeric
@attribute t26 numeric
@attribute t27 numeric
@attribute t28 numeric
@attribute t29 numeric
@attribute t30 numeric
@attribute class {0,1}

@data
6034945,0.15565157,0.06569439,0.02092334,0.84434843,1.00000000,0.99519923,0.00401625,1208.0,304.0,55.0,2.32119205,0.69612069,2.20723684,0.53170554,2.21818182,0.52883780,0.99938088,0.00403052,0.99883354,0.00417920,0.99749805,0.00589936,0.99920159,0.00407996,0.99865381,0.00424941,0.99737439,0.00575786,7.74566064,5.41790188,1
6035124,0.15442502,0.06469834,0.02294729,0.84557498,1.00000000,0.99926423,0.00040044,1100.0,209.0,31.0,2.14272727,0.40293448,2.07655502,0.26588410,2.00000000,0.00000000,0.99978115,0.00040088,0.99969440,0.00046443,0.99959782,0.00033254,0.99974331,0.00040396,0.99966200,0.00046128,0.99956873,0.00033496,7.40773462,5.34383192,1
7008211,0.15625338,0.06435661,0.02068219,0.84374662,1.00000000,1.00021767,0.00073538,1072.0,189.0,19.0,2.16511194,0.45278490,2.06349206,0.35064638,2.00000000,0.00000000,0.99936334,0.00055108,0.99914172,0.00053644,0.99916345,0.00072411,0.99923782,0.00058047,0.99903105,0.00055240,0.99905844,0.00071115,7.17475271,5.08215594,1
7019524,0.15457372,0.06328130,0.02111581,0.84542628,1.00000000,1.00003590,0.00040299,1186.0,219.0,24.0,2.16526138,0.42637415,2.08219178,0.27465668,2.04166667,0.19982631,0.99968852,0.00032445,0.99959251,0.00031744,0.99952378,0.00021181,0.99962585,0.00033893,0.99953608,0.00033170,0.99948700,0.00022197,7.28796269,5.06942455,1
7021681,0.14761101,0.05947999,0.02108729,0.85238899,1.00000000,0.99947268,0.00072956,1097.0,226.0,64.0,2.37739289,1.03966869,2.92477876,1.76960727,4.64062500,2.02613539,0.99947293,0.00064532,0.99913593,0.00074074,0.99841965,0.00073380,0.99925466,0.00080292,0.99864413,0.00095268,0.99795033,0.00073083,7.97901872,5.58873014,1
7033233,0.15395476,0.06326612,0.02184168,0.84604524,1.00000000,1.00168927,0.00776738,1272.0,274.0,59.0,2.25628931,0.58172488,2.20437956,0.55551234,2.11864407,0.32336922,0.99874607,0.00722131,0.99816566,0.00683159,0.99755380,0.00605478,0.99863855,0.00706590,0.99798139,0.00668236,0.99750609,0.00603710,7.61345566,5.27101613,1
7033671,0.15548816,0.06659116,0.02245940,0.84451184,1.00000000,0.99930199,0.00017185,1022.0,213.0,32.0,2.18199609,0.47660403,2.07981221,0.30368003,2.03125000,0.17399264,0.99979450,0.00007424,0.99971312,0.00007815,0.99961471,0.00009252,0.99975142,0.00009751,0.99967784,0.00009424,0.99958786,0.00010082,7.23973755,5.03750025,1
7040629,0.15617618,0.06550621,0.02174605,0.84382382,1.00000000,0.99993524,0.00016830,1208.0,235.0,38.0,2.18211921,0.47271039,2.11489362,0.36842316,2.07894737,0.35404274,0.99982241,0.00010633,0.99975417,0.00010829,0.99968759,0.00013577,0.99978462,0.00012241,0.99971850,0.00012911,0.99964099,0.00017091,7.33025198,5.12005112,1
7045496,0.15495128,0.06442633,0.02119374,0.84504872,1.00000000,1.00219217,0.01012861,1233.0,261.0,46.0,2.22465531,0.57999250,2.18390805,0.57125396,2.21739130,0.74929078,0.99828608,0.00955782,0.99753376,0.00933454,0.99657352,0.00871256,0.99800002,0.00952164,0.99747835,0.00911864,0.99652988,0.00859591,7.46433923,5.39628298,1
7046035,0.15516900,0.06303895,0.02094691,0.84483100,1.00000000,1.00097439,0.00044055,1117.0,172.0,18.0,2.13518353,0.37441364,2.03488372,0.18348528,2.00000000,0.00000000,0.99951513,0.00023570,0.99934377,0.00021905,0.99931305,0.00021527,0.99942654,0.00026907,0.99926743,0.00025100,0.99926550,0.00022657,7.13672042,4.96870500,1
7046804,0.01667297,0.01139484,0.00947104,0.98332703,1.00000000,0.99568874,0.00090461,154.0,118.0,106.0,4.07142857,1.48633229,4.55932203,1.12402404,4.79245283,0.73609091,0.99613847,0.00279159,0.99484198,0.00206645,0.99418597,0.00129444,0.99319859,0.00338080,0.99216791,0.00237766,0.99176649,0.00173075,123.11546392,191.13633896,1
7047207,0.15315980,0.06261260,0.02047050,0.84684020,1.00000000,1.00017032,0.00031595,1072.0,179.0,16.0,2.12406716,0.35683500,2.03910615,0.19384750,2.00000000,0.00000000,0.99965376,0.00015837,0.99952614,0.00015041,0.99948799,0.00014539,0.99958585,0.00018810,0.99947078,0.00017129,0.99944274,0.00015378,7.23722464,5.09089380,1
757450,0.02787311,0.01204043,0.00934792,0.97212689,1.00000000,0.99351578,0.00518235,207.0,145.0,134.0,3.03381643,0.87576960,3.26206897,0.76131184,3.31343284,0.71672879,0.99444666,0.00690676,0.99142697,0.00649232,0.99033157,0.00578985,0.99056709,0.00804587,0.98756310,0.00657454,0.98679006,0.00575246,51.79208925,67.81951931,1
8004903,0.15634976,0.06564885,0.02050659,0.84365024,1.00000000,1.00035790,0.00058431,554.0,105.0,16.0,2.13357401,0.37066513,2.06666667,0.28507866,2.00000000,0.00000000,0.99936236,0.00031209,0.99913731,0.00028562,0.99894256,0.00034000,0.99924860,0.00035952,0.99904552,0.00032358,0.99886046,0.00036807,7.08373063,4.93622835,1
8007644,0.15629701,0.06338421,0.02067170,0.84370299,1.00000000,1.00262283,0.00065362,1139.0,208.0,21.0,2.14574188,0.40389548,2.04807692,0.21392880,2.00000000,0.00000000,0.99924195,0.00028373,0.99894562,0.00030830,0.99856249,0.00029825,0.99909615,0.00035828,0.99881788,0.00036110,0.99844068,0.00040374,7.11541825,5.01819175,1
8008067,0.14979046,0.06377586,0.02446938,0.85020954,1.00000000,0.99995207,0.00021915,1261.0,358.0,137.0,2.46391753,1.17318988,2.73743017,1.43121470,2.83941606,1.20965445,0.99982997,0.00019919,0.99969946,0.00022711,0.99954389,0.00022404,0.99975534,0.00023790,0.99961042,0.00024464,0.99948471,0.00022124,8.16098610,5.70398691,1
8008206,0.15340454,0.06533712,0.02167891,0.84659546,1.00000000,0.99967401,0.00071288,1299.0,300.0,47.0,2.23017706,0.53813542,2.16000000,0.45577772,2.04255319,0.20184751,0.99965693,0.00066870,0.99952504,0.00070071,0.99935738,0.00066374,0.99957180,0.00068173,0.99945368,0.00071005,0.99929530,0.00066819,7.66625444,5.24974428,1
8009350,0.15501242,0.06374517,0.02178987,0.84498758,1.00000000,0.99992344,0.00085962,1102.0,202.0,33.0,2.18965517,0.46799769,2.10396040,0.36435778,2.12121212,0.32637362,0.99925497,0.00064667,0.99901096,0.00063668,0.99857756,0.00065843,0.99909143,0.00068909,0.99886586,0.00067238,0.99844801,0.00067428,7.32506614,5.07651312,1
8013439,0.15655411,0.06618807,0.02385890,0.84344589,1.00000000,1.00022968,0.00005340,1309.0,254.0,50.0,2.19404125,0.47288068,2.08661417,0.30799381,2.04000000,0.19595918,0.99994746,0.00003698,0.99992808,0.00003886,0.99989968,0.00003646,0.99993703,0.00004004,0.99991869,0.00004164,0.99988994,0.00004006,7.46008336,5.13915934,1
8015907,0.13364233,0.06038752,0.02921491,0.86635767,1.00000000,0.99806146,0.00357536,1178.0,579.0,430.0,2.75551783,0.88832702,2.96027634,0.77758578,2.75813953,0.66968669,0.99941351,0.00346451,0.99937788,0.00349292,0.99932281,0.00367762,0.99929775,0.00347875,0.99918000,0.00352558,0.99917870,0.00367943,9.67846999,6.74952981,1
8016691,0.15508136,0.06349268,0.02069823,0.84491864,1.00000000,0.99888949,0.00275633,1099.0,210.0,32.0,2.17925387,0.44709861,2.05714286,0.23211538,2.00000000,0.00000000,0.99925213,0.00276372,0.99902430,0.00265809,0.99877729,0.00273212,0.99914709,0.00274717,0.99895786,0.00265863,0.99869072,0.00273478,7.47344355,5.02584754,1
8017703,0.14614439,0.06083458,0.02296026,0.85385561,1.00000000,0.99974681,0.00027561,1009.0,248.0,119.0,2.42319128,0.96020796,3.00806452,1.29512714,3.60504202,1.14655851,0.99968400,0.00023088,0.99943371,0.00028885,0.99918931,0.00023510,0.99955123,0.00032779,0.99924404,0.00035106,0.99904453,0.00026772,7.81087433,5.65963354,1
8022244,0.15575003,0.06586219,0.02143465,0.84424997,1.00000000,0.99981911,0.00044888,1091.0,229.0,25.0,2.22456462,0.55823283,2.12227074,0.44119933,2.08000000,0.27129320,0.99956250,0.00032394,0.99938761,0.00031665,0.99923189,0.00020878,0.99946582,0.00035093,0.99929277,0.00034278,0.99916570,0.00024354,7.33548179,5.17333340,1
9002278,0.14440719,0.06105841,0.02405944,0.85559281,1.00000000,0.99984747,0.00029361,1167.0,374.0,173.0,2.48757498,0.92733867,2.79679144,1.11210663,3.10982659,1.21387283,0.99974719,0.00027347,0.99958786,0.00029177,0.99942734,0.00029297,0.99964279,0.00032930,0.99944694,0.00035107,0.99928099,0.00033805,8.37840107,5.91384316,1
9006186,0.15727727,0.06618303,0.02284089,0.84272273,1.00000000,0.99948613,0.00245519,1368.0,300.0,58.0,2.29970760,0.62191924,2.19333333,0.51246680,2.22413793,0.64442178,0.99973150,0.00238347,0.99962056,0.00251670,0.99904485,0.00236442,0.99969157,0.00234807,0.99956857,0.00249254,0.99899438,0.00228166,7.64841183,5.34113944,1
9006449,0.15494809,0.06410948,0.02143724,0.84505191,1.00000000,1.00031652,0.00026615,1227.0,244.0,26.0,2.15403423,0.41555682,2.05327869,0.24215035,2.00000000,0.00000000,0.99971325,0.00014772,0.99961248,0.00015278,0.99952691,0.00015559,0.99965964,0.00016881,0.99956927,0.00017524,0.99947854,0.00016223,7.36872180,5.14592903,1
9008737,0.15412626,0.06390381,0.02208242,0.84587374,1.00000000,0.99934703,0.00225113,1175.0,238.0,29.0,2.18553191,0.46453275,2.09243697,0.30380214,2.00000000,0.00000000,0.99949789,0.00214504,0.99920289,0.00204076,0.99917558,0.00151487,0.99939937,0.00213714,0.99912407,0.00204857,0.99910066,0.00150793,7.51795376,5.16576799,1
9009036,0.15536414,0.06549850,0.02238743,0.84463586,1.00000000,0.99999678,0.00018223,963.0,176.0,19.0,2.14745587,0.40896149,2.03977273,0.19542481,2.05263158,0.22329688,0.99982896,0.00012984,0.99976771,0.00013488,0.99969472,0.00010712,0.99979494,0.00013940,0.99973797,0.00014568,0.99966383,0.00012017,7.31280328,5.26554546,1
9011825,0.15124386,0.06488127,0.02294770,0.84875614,1.00000000,1.00017261,0.00021307,758.0,136.0,19.0,2.16622691,0.45228154,2.06617647,0.27659181,2.10526316,0.30689220,0.99981800,0.00016017,0.99974621,0.00016224,0.99968139,0.00020481,0.99978113,0.00016870,0.99972064,0.00016913,0.99964528,0.00021087,7.43823326,6.36372002,1
9015738,0.15534954,0.06836215,0.02263426,0.84465046,1.00000000,0.99944701,0.00037161,616.0,144.0,35.0,2.27110390,0.59451722,2.20138889,0.56000820,2.08571429,0.36811711,0.99988109,0.00036230,0.99984356,0.00039069,0.99975827,0.00033310,0.99986045,0.00036507,0.99980698,0.00040696,0.99974414,0.00032838,7.94772819,5.52776392,1
9020160,0.15089621,0.06485341,0.02455884,0.84910379,1.00000000,0.99808880,0.00410805,1255.0,380.0,146.0,2.40318725,0.79238771,2.45526316,0.75085823,2.34246575,0.61308066,0.99948985,0.00410020,0.99928636,0.00389827,0.99903849,0.00415142,0.99936998,0.00408516,0.99911059,0.00402078,0.99889369,0.00434328,7.99666333,5.79242676,1
9022166,0.15536816,0.06717045,0.02314460,0.84463184,1.00000000,0.99995246,0.00021668,631.0,134.0,19.0,2.20285261,0.46088674,2.08955224,0.28553920,2.05263158,0.22329688,0.99983339,0.00018108,0.99977297,0.00018690,0.99975421,0.00018760,0.99980034,0.00019064,0.99974253,0.00019752,0.99971799,0.00020194,7.54587921,5.32453421,1
9026749,0.15746953,0.06430194,0.02115081,0.84253047,1.00000000,1.00021851,0.00020299,1198.0,207.0,21.0,2.11769616,0.33743217,2.04830918,0.21441875,2.00000000,0.00000000,0.99977865,0.00011313,0.99968297,0.00012284,0.99956347,0.00015272,0.99973874,0.00012801,0.99964594,0.00013890,0.99952938,0.00016376,7.10903380,4.95313838,1
10000009,0.15733906,0.06771024,0.02287838,0.84266094,1.00000000,1.00005370,0.00011266,1498.0,369.0,58.0,2.26969292,0.58293721,2.14092141,0.41864437,2.10344828,0.30454348,0.99990412,0.00008729,0.99987492,0.00008216,0.99983664,0.00008318,0.99988540,0.00009069,0.99985870,0.00008501,0.99982274,0.00008618,7.83732137,5.44737868,0
10000069,0.15466119,0.06298910,0.01975605,0.84533881,1.00000000,1.00053049,0.00043820,1109.0,188.0,16.0,2.11000902,0.33246206,2.05851064,0.25636974,2.00000000,0.00000000,0.99947650,0.00016547,0.99929479,0.00018173,0.99902388,0.00031969,0.99937927,0.00021646,0.99922001,0.00020999,0.99896608,0.00031570,7.14846343,5.00486318,0
10000083,0.15520246,0.06326886,0.02028868,0.84479754,1.00000000,1.00032434,0.00037668,1099.0,178.0,11.0,2.13830755,0.37552178,2.02247191,0.14821243,2.00000000,0.00000000,0.99956243,0.00014274,0.99941296,0.00014402,0.99921372,0.00006916,0.99947871,0.00018740,0.99934696,0.00017449,0.99914888,0.00012002,7.17289033,5.03940195,0
10000090,0.15521171,0.06420431,0.02088013,0.84478829,1.00000000,0.99814340,0.00128076,1255.0,227.0,23.0,2.17450199,0.44702118,2.07048458,0.27262993,2.00000000,0.00000000,0.99951754,0.00117731,0.99930107,0.00124656,0.99886624,0.00119715,0.99941729,0.00118658,0.99921953,0.00124503,0.99880652,0.00118592,7.42882829,5.04660173,0
10000108,0.15943270,0.06811010,0.02287680,0.84056730,1.00000000,0.99994387,0.00053294,2638.0,1150.0,356.0,3.03411676,1.00584522,2.62695652,0.75812374,2.37921348,0.59917120,0.99948723,0.00034443,0.99927477,0.00034227,0.99907637,0.00033688,0.99934164,0.00038116,0.99916458,0.00036814,0.99899545,0.00035754,12.94901145,8.60976151,0
10000135,0.15402007,0.06469460,0.02286664,0.84597993,1.00000000,0.99967078,0.00122958,1774.0,699.0,217.0,3.44306652,2.10916154,3.03147353,1.53979523,2.83870968,1.33260225,0.99903052,0.00104725,0.99866401,0.00110637,0.99838780,0.00106877,0.99875325,0.00110975,0.99847912,0.00112135,0.99825919,0.00109464,14.26587537,14.44830933,0
10000151,0.15796616,0.06610823,0.02276763,0.84203384,1.00000000,1.00019485,0.00026434,1579.0,338.0,59.0,2.29259025,0.57980763,2.17751479,0.45296235,2.11864407,0.32336922,0.99969916,0.00013344,0.99958744,0.00013760,0.99945740,0.00010540,0.99963530,0.00015923,0.99953572,0.00015395,0.99941296,0.00012681,7.95778535,5.30934629,0
10000157,0.15459036,0.06320899,0.02127406,0.84540964,1.00000000,1.00160174,0.00051292,1105.0,193.0,22.0,2.12307692,0.37242211,2.04145078,0.19933040,2.00000000,0.00000000,0.99939113,0.00019853,0.99916381,0.00020434,0.99888481,0.00025450,0.99927148,0.00026626,0.99905608,0.00025775,0.99881424,0.00028870,7.18776840,5.07222980,0
10000198,0.15749996,0.06738846,0.02343578,0.84250004,1.00000000,0.99991621,0.00033969,2303.0,736.0,160.0,2.35171515,0.67171330,2.18342391,0.43023908,2.06250000,0.24206146,0.99960442,0.00018638,0.99945306,0.00017876,0.99931122,0.00016211,0.99952151,0.00021884,0.99938096,0.00020956,0.99924857,0.00019479,8.71852246,5.98178224,0
10000207,0.15748884,0.06707317,0.02385778,0.84251116,1.00000000,1.00073386,0.00039220,2788.0,1068.0,290.0,2.50932568,0.78971998,2.26872659,0.54727403,2.11379310,0.34861711,0.99957216,0.00023693,0.99940866,0.00023702,0.99924977,0.00023371,0.99947614,0.00026598,0.99933217,0.00025940,0.99918784,0.00025271,10.21899184,7.17355464,0
1026287,0.15424995,0.06272293,0.02098055,0.84575005,1.00000000,1.00096269,0.00056137,1121.0,184.0,14.0,2.13916146,0.40103658,2.03260870,0.17761016,2.07142857,0.25753938,0.99944964,0.00036389,0.99925288,0.00032013,0.99907686,0.00034959,0.99934363,0.00039495,0.99916453,0.00035000,0.99897849,0.00039576,7.20776557,5.14466740,0
1026294,0.18188929,0.06825169,0.01413421,0.81811071,1.00000000,0.99999612,0.00043319,406.0,62.0,2.0,2.01970443,0.13898262,2.00000000,0.00000000,2.00000000,0.00000000,0.99942947,0.00014642,0.99921267,0.00010945,0.99896824,0.00003305,0.99935348,0.00017725,0.99916153,0.00013043,0.99894699,0.00003404,6.97264900,5.18796724,0
1026309,0.15236885,0.06523781,0.02318216,0.84763115,1.00000000,1.00019414,0.00081321,1531.0,791.0,308.0,5.10646636,2.26604822,4.13653603,1.74595581,3.61363636,1.41767911,0.99946255,0.00063936,0.99922088,0.00062800,0.99901139,0.00066753,0.99921249,0.00067579,0.99904091,0.00065025,0.99888986,0.00067073,25.04096122,16.93131832,0
1026321,0.15600194,0.06447300,0.02097294,0.84399806,1.00000000,0.99984256,0.00041804,1147.0,191.0,27.0,2.13077594,0.37393686,2.03664921,0.18789904,2.00000000,0.00000000,0.99953329,0.00022363,0.99935986,0.00020610,0.99915575,0.00021258,0.99944671,0.00025310,0.99928435,0.00024263,0.99908943,0.00023841,7.14132793,5.00344049,0
1026326,0.15776086,0.06715695,0.02339505,0.84223914,1.00000000,0.99997009,0.00038175,2411.0,803.0,214.0,2.44131066,0.71843805,2.24283935,0.50851569,2.07943925,0.28718366,0.99959969,0.00023957,0.99945008,0.00023845,0.99931477,0.00025070,0.99950942,0.00027020,0.99937095,0.00026446,0.99925821,0.00026464,9.34393792,6.26221713,0
1026328,0.15600942,0.06507154,0.02159156,0.84399058,1.00000000,1.00069228,0.00089531,967.0,181.0,19.0,2.12823164,0.37239169,2.02762431,0.16389389,2.00000000,0.00000000,0.99901093,0.00046879,0.99860642,0.00051630,0.99811820,0.00062769,0.99882033,0.00055666,0.99844556,0.00056356,0.99801731,0.00065392,7.14734134,4.97238401,0
1026400,0.15460033,0.06317738,0.02004202,0.84539967,1.00000000,1.00064699,0.00064936,1138.0,208.0,21.0,2.11247803,0.36499129,2.01923077,0.13733516,2.00000000,0.00000000,0.99927521,0.00032065,0.99906115,0.00033655,0.99869081,0.00026509,0.99914306,0.00037767,0.99894660,0.00038020,0.99860654,0.00028645,7.14614831,4.92867280,0
1026452,0.15998096,0.06671109,0.02292242,0.84001904,1.00000000,0.99996270,0.00056321,2034.0,902.0,299.0,3.45722714,1.32385621,2.92239468,1.00252875,2.61872910,0.80660965,0.99950057,0.00038706,0.99928735,0.00037905,0.99908606,0.00037615,0.99934334,0.00042112,0.99916434,0.00040328,0.99899004,0.00038553,14.53992016,9.57299772,0
10318424,0.15452033,0.06241151,0.02083193,0.84547967,1.00000000,1.00037967,0.00064106,1107.0,192.0,13.0,2.12466125,0.37874507,2.03645833,0.18742765,2.00000000,0.00000000,0.99926735,0.00027189,0.99900244,0.00023814,0.99875753,0.00020062,0.99912268,0.00034983,0.99888464,0.00029259,0.99865194,0.00023580,7.20088106,4.98513495,0
10318427,0.15724101,0.06350753,0.02039839,0.84275899,1.00000000,1.00033620,0.00045009,1140.0,197.0,17.0,2.13684211,0.38463087,2.03553299,0.18512267,2.00000000,0.00000000,0.99948452,0.00019618,0.99930829,0.00017947,0.99914280,0.00014323,0.99938771,0.00024268,0.99922606,0.00021632,0.99907348,0.00017682,7.04165490,4.95738279,0
10318430,0.15787786,0.06708356,0.02276873,0.84212214,1.00000000,1.00007589,0.00024246,1863.0,592.0,131.0,2.39291465,0.72542451,2.20439189,0.50381749,2.07633588,0.29287521,0.99972146,0.00012814,0.99962513,0.00012869,0.99951556,0.00013118,0.99966201,0.00015105,0.99957378,0.00014723,0.99947063,0.00014785,8.90251775,6.13314084,0
10318490,0.15589698,0.06495992,0.02139695,0.84410302,1.00000000,1.00003593,0.00022232,1092.0,156.0,13.0,2.14377289,0.39505605,2.04487179,0.20702250,2.00000000,0.00000000,0.99975041,0.00009556,0.99965552,0.00010168,0.99952360,0.00013675,0.99969892,0.00012409,0.99961338,0.00012584,0.99947111,0.00021319,7.11597406,4.90465727,0
10318536,0.15626114,0.06453859,0.02193735,0.84373886,1.00000000,1.00029369,0.00028448,1135.0,199.0,14.0,2.13303965,0.36463851,2.04522613,0.20779973,2.07142857,0.25753938,0.99967093,0.00012363,0.99956308,0.00013636,0.99944931,0.00015432,0.99960782,0.00015533,0.99951047,0.00015792,0.99942112,0.00016265,7.07344386,4.87197813,0
10318539,0.15812594,0.06765798,0.02337977,0.84187406,1.00000000,0.99979004,0.00037967,2323.0,908.0,261.0,2.77701248,0.97900748,2.45814978,0.69247823,2.23371648,0.47441553,0.99960702,0.00023185,0.99946282,0.00023887,0.99929852,0.00024241,0.99950371,0.00026674,0.99937974,0.00026238,0.99922950,0.00026179,11.11113831,7.00056901,0
10318564,0.15504576,0.06417014,0.02116694,0.84495424,1.00000000,1.00054903,0.00052597,1131.0,177.0,18.0,2.13616269,0.36055629,2.03389831,0.18096743,2.05555556,0.22906142,0.99939118,0.00022354,0.99915907,0.00019146,0.99898170,0.00021550,0.99927300,0.00028084,0.99906000,0.00024356,0.99888000,0.00024419,7.14663774,5.03872652,0
10318575,0.15880102,0.06638280,0.02284664,0.84119898,1.00000000,0.99955856,0.00049633,1352.0,318.0,45.0,2.32766272,0.63888159,2.17610063,0.43487280,2.08888889,0.35416394,0.99989212,0.00045965,0.99982316,0.00043361,0.99975487,0.00041206,0.99986931,0.00045718,0.99981147,0.00042911,0.99973338,0.00040601,7.75624004,5.31392528,0
10318646,0.15823612,0.06425346,0.02155150,0.84176388,1.00000000,0.99986083,0.00017514,1137.0,173.0,16.0,2.14599824,0.39540489,2.02890173,0.16753037,2.00000000,0.00000000,0.99981569,0.00010108,0.99975758,0.00009487,0.99969578,0.00007813,0.99978243,0.00011243,0.99973139,0.00010238,0.99968051,0.00008623,7.06515878,4.92402822,0
10318648,0.15573812,0.06418513,0.02180638,0.84426188,1.00000000,0.99944466,0.00090328,1315.0,241.0,30.0,2.21825095,0.51024633,2.08298755,0.31780007,2.00000000,0.00000000,0.99953252,0.00082856,0.99942090,0.00075322,0.99925141,0.00067460,0.99944837,0.00083422,0.99935173,0.00076672,0.99920506,0.00067196,7.56570985,5.15929978,0
10411571,0.15765751,0.06471137,0.02034706,0.84234249,1.00000000,1.00044406,0.00056475,629.0,99.0,9.0,2.12082671,0.37151597,2.04040404,0.19690494,2.00000000,0.00000000,0.99935230,0.00025697,0.99912713,0.00026331,0.99895733,0.00023619,0.99923144,0.00031846,0.99902699,0.00031061,0.99884706,0.00030469,7.05013774,4.82123617,0
10411602,0.15561816,0.06400747,0.02096911,0.84438184,1.00000000,1.00005278,0.00031255,1159.0,194.0,16.0,2.13373598,0.37876203,2.04639175,0.23355692,2.00000000,0.00000000,0.99963645,0.00012591,0.99951180,0.00011840,0.99932368,0.00014606,0.99956735,0.00016428,0.99945583,0.00015663,0.99927810,0.00022152,7.15718001,4.98861733,0
10411608,0.15541721,0.06293590,0.02132264,0.84458279,1.00000000,1.00014156,0.00037270,1150.0,185.0,22.0,2.14086957,0.37668939,2.04864865,0.23894093,2.00000000,0.00000000,0.99956829,0.00015815,0.99939854,0.00016106,0.99924068,0.00014327,0.99948284,0.00020102,0.99933016,0.00019018,0.99917442,0.00019817,7.18181818,5.02229592,0
10411616,0.15768491,0.06555342,0.02178703,0.84231509,1.00000000,1.00006314,0.00009985,1159.0,200.0,17.0,2.15185505,0.40836118,2.03500000,0.25253713,2.05882353,0.23529412,0.99992458,0.00008114,0.99988957,0.00008496,0.99986405,0.00008993,0.99991021,0.00008334,0.99987587,0.00008886,0.99984793,0.00010095,7.15916007,4.93789054,0
10411647,0.15362691,0.06310421,0.02091806,0.84637309,1.00000000,1.00001692,0.00042878,1122.0,169.0,21.0,2.11942959,0.36318608,2.04733728,0.21235927,2.00000000,0.00000000,0.99949603,0.00017339,0.99930380,0.00016880,0.99910681,0.00019507,0.99939947,0.00023008,0.99922125,0.00020817,0.99905303,0.00020771,7.19779902,5.14580075,0
10411677,0.15765704,0.06640006,0.02382266,0.84234296,1.00000000,0.99992466,0.00050647,2185.0,776.0,223.0,2.69382151,1.05461101,2.42268041,0.73687906,2.26457399,0.55782302,0.99970644,0.00046270,0.99956198,0.00044779,0.99943178,0.00042650,0.99962995,0.00047212,0.99950204,0.00045260,0.99938910,0.00042424,10.38827601,7.38599332,0
10411698,0.15770609,0.06425063,0.02041020,0.84229391,1.00000000,0.99961082,0.00035316,1166.0,190.0,18.0,2.15437393,0.38431143,2.03684211,0.18837400,2.05555556,0.22906142,0.99962620,0.00018874,0.99948717,0.00019227,0.99932898,0.00027316,0.99955650,0.00021510,0.99943076,0.00020894,0.99929234,0.00026897,7.02773847,4.86733951,0
10411725,0.15631425,0.06470965,0.02123285,0.84368575,1.00000000,0.99978209,0.00149540,568.0,87.0,12.0,2.11619718,0.34684439,2.03448276,0.18246561,2.00000000,0.00000000,0.99934648,0.00143422,0.99922516,0.00098601,0.99914683,0.00091726,0.99922839,0.00144788,0.99913031,0.00100613,0.99908189,0.00093528,7.08043981,4.79678584,0
10411760,0.15793828,0.06339479,0.02093463,0.84206172,1.00000000,1.00019060,0.00031951,1160.0,197.0,18.0,2.13534483,0.37341719,2.03045685,0.19920220,2.00000000,0.00000000,0.99978971,0.00026923,0.99968234,0.00030243,0.99956943,0.00023284,0.99974971,0.00027902,0.99964970,0.00030595,0.99954679,0.00023360,7.03781755,4.90213243,0
10411779,0.15678030,0.06455757,0.02129115,0.84321970,1.00000000,1.00006482,0.00031035,1159.0,191.0,22.0,2.15358067,0.40771532,2.05235602,0.24512461,2.00000000,0.00000000,0.99975777,0.00025128,0.99967716,0.00025981,0.99962684,0.00022069,0.99971249,0.00025951,0.99964078,0.00026085,0.99959742,0.00021722,7.13138897,5.02385927,0
11026089,0.15486777,0.06379820,0.02159603,0.84513223,1.00000000,1.00039526,0.00040243,1128.0,169.0,13.0,2.13918440,0.38952149,2.04142012,0.19925986,2.00000000,0.00000000,0.99953411,0.00014900,0.99937867,0.00015091,0.99922257,0.00019688,0.99944374,0.00020037,0.99929506,0.00019534,0.99914493,0.00024205,7.15987998,4.99449753,0
11026148,0.15816721,0.06625802,0.02237961,0.84183279,1.00000000,0.99997125,0.00049931,2329.0,942.0,266.0,2.91799055,0.96777981,2.53290870,0.73180682,2.38345865,0.56491139,0.99951637,0.00031616,0.99932536,0.00032146,0.99913243,0.00031182,0.99938560,0.00035074,0.99922129,0.00034873,0.99903379,0.00033180,11.93053769,7.62210853,0
11026153,0.15374581,0.06329156,0.02039266,0.84625419,1.00000000,1.00018655,0.00061117,1077.0,190.0,14.0,2.14391829,0.38626928,2.04210526,0.20082931,2.00000000,0.00000000,0.99931397,0.00027233,0.99908809,0.00028333,0.99880451,0.00035071,0.99918770,0.00033723,0.99897671,0.00032390,0.99875613,0.00036885,7.18338109,5.03758470,0
11026179,0.15615802,0.06584369,0.02162835,0.84384198,1.00000000,0.99992796,0.00017281,1176.0,195.0,16.0,2.12500000,0.36726721,2.03589744,0.18603443,2.00000000,0.00000000,0.99979870,0.00007394,0.99972479,0.00008612,0.99965861,0.00007340,0.99975869,0.00009645,0.99968998,0.00010287,0.99962916,0.00008097,7.15206298,4.98176290,0
